Team,Opponent Team,Date,Site,Incident,Time,VAR used,Decision,Referee,Descripcion
Talleres,Boca Juniors,2024-05-13,La Bombonera,Entrada violenta,39',Sí,Gol,Baliño,entrada violenta entre Talleres y Boca Juniors al minuto 39'
Banfield,Vélez,2024-02-13,Nuevo Gasómetro,Mano,57',Sí,Penal,Abal,mano entre Banfield y Vélez al minuto 57'
Vélez,Argentinos,2024-10-08,Cilindro,Mano,24',Sí,Gol,Tello,mano entre Vélez y Argentinos al minuto 24'
Rosario Central,Independiente,2024-12-21,Libertadores de América,Gol,55',Sí,No gol,Dovalo,gol entre Rosario Central y Independiente al minuto 55'
Independiente,Racing,2024-01-04,Nuevo Gasómetro,Falta,45',Sí,Gol,Espinoza,falta entre Independiente y Racing al minuto 45'
Lanús,Colón,2024-02-22,La Bombonera,Simulación,21',Sí,Roja,Abal,simulación entre Lanús y Colón al minuto 21'
Independiente,Sarmiento,2024-01-12,Monumental,Penal,22',Sí,Penal,Rapallini,penal entre Independiente y Sarmiento al minuto 22'
Argentinos,Huracán,2024-01-04,La Bombonera,Penal,31',Sí,Tiro libre,Dovalo,penal entre Argentinos y Huracán al minuto 31'
Vélez,Talleres,2024-09-20,La Bombonera,Córner,88',Sí,Amarilla,Baliño,córner entre Vélez y Talleres al minuto 88'
Banfield,Gimnasia,2024-03-21,Nuevo Gasómetro,Codazo,62',Sí,Gol,Loustau,codazo entre Banfield y Gimnasia al minuto 62'
Godoy Cruz,Arsenal,2024-07-28,La Bombonera,Falta,30',Sí,Sin falta,Dovalo,falta entre Godoy Cruz y Arsenal al minuto 30'
Newell's,Huracán,2024-09-04,Nuevo Gasómetro,Sujeción,58',Sí,Roja,Echenique,sujeción entre Newell's y Huracán al minuto 58'
Estudiantes,San Lorenzo,2024-07-04,Nuevo Gasómetro,Gol,62',Sí,Amarilla,Espinoza,gol entre Estudiantes y San Lorenzo al minuto 62'
Estudiantes,Platense,2024-10-06,Cilindro,Codazo,61',Sí,Sin falta,Pitana,codazo entre Estudiantes y Platense al minuto 61'
Sarmiento,Godoy Cruz,2024-07-27,Monumental,Sujeción,18',Sí,Penal,Echenique,sujeción entre Sarmiento y Godoy Cruz al minuto 18'
Newell's,Racing,2024-07-22,La Bombonera,Simulación,84',Sí,Amarilla,Espinoza,simulación entre Newell's y Racing al minuto 84'
Independiente,Vélez,2024-03-19,Cilindro,Penal,24',Sí,Sin falta,Echenique,penal entre Independiente y Vélez al minuto 24'
Boca Juniors,River Plate,2024-07-02,La Bombonera,Falta,24',Sí,Tiro libre,Dovalo,falta entre Boca Juniors y River Plate al minuto 24'
Talleres,Banfield,2024-02-24,Monumental,Gol,60',Sí,Sin falta,Pitana,gol entre Talleres y Banfield al minuto 60'
Argentinos,Racing,2024-05-28,Monumental,Falta,32',Sí,Tiro libre,Dovalo,falta entre Argentinos y Racing al minuto 32'
Banfield,Sarmiento,2024-02-13,Monumental,Mano,27',Sí,Amarilla,Rapallini,mano entre Banfield y Sarmiento al minuto 27'
Estudiantes,San Lorenzo,2024-10-27,La Bombonera,Falta,76',Sí,Tiro libre,Tello,falta entre Estudiantes y San Lorenzo al minuto 76'
Vélez,Estudiantes,2024-01-08,La Bombonera,Entrada violenta,40',Sí,Roja,Rapallini,entrada violenta entre Vélez y Estudiantes al minuto 40'
Godoy Cruz,Sarmiento,2024-01-12,La Bombonera,Entrada violenta,86',Sí,Amarilla,Baliño,entrada violenta entre Godoy Cruz y Sarmiento al minuto 86'
Newell's,Lanús,2024-03-04,Cilindro,Sujeción,60',Sí,Tiro libre,Dovalo,sujeción entre Newell's y Lanús al minuto 60'
Gimnasia,Racing,2024-04-01,La Bombonera,Mano,87',Sí,Penal,Espinoza,mano entre Gimnasia y Racing al minuto 87'
Huracán,San Lorenzo,2024-07-01,Cilindro,Codazo,36',Sí,No gol,Tello,codazo entre Huracán y San Lorenzo al minuto 36'
Boca Juniors,Newell's,2024-02-19,La Bombonera,Córner,66',Sí,Tiro libre,Baliño,córner entre Boca Juniors y Newell's al minuto 66'
Godoy Cruz,Estudiantes,2024-08-25,Cilindro,Penal,62',Sí,Roja,Rapallini,penal entre Godoy Cruz y Estudiantes al minuto 62'
Platense,San Lorenzo,2024-06-06,Libertadores de América,Entrada violenta,7',Sí,Penal,Dovalo,entrada violenta entre Platense y San Lorenzo al minuto 7'
Platense,Argentinos,2024-06-27,Cilindro,Gol,64',Sí,No gol,Tello,gol entre Platense y Argentinos al minuto 64'
Sarmiento,Gimnasia,2024-04-20,La Bombonera,Mano,55',Sí,Sin falta,Merlos,mano entre Sarmiento y Gimnasia al minuto 55'
Colón,Vélez,2024-09-16,La Bombonera,Córner,5',Sí,Penal,Echenique,córner entre Colón y Vélez al minuto 5'
Argentinos,Sarmiento,2024-05-04,Nuevo Gasómetro,Simulación,83',Sí,Gol,Echenique,simulación entre Argentinos y Sarmiento al minuto 83'
Rosario Central,Talleres,2024-05-25,La Bombonera,Mano,48',Sí,Gol,Merlos,mano entre Rosario Central y Talleres al minuto 48'
Godoy Cruz,San Lorenzo,2024-09-20,Nuevo Gasómetro,Penal,15',Sí,Gol,Abal,penal entre Godoy Cruz y San Lorenzo al minuto 15'
Banfield,Talleres,2024-05-19,Monumental,Offside,0',Sí,Sin falta,Loustau,offside entre Banfield y Talleres al minuto 0'
Rosario Central,Banfield,2024-12-18,Monumental,Penal,22',Sí,Gol,Tello,penal entre Rosario Central y Banfield al minuto 22'
Boca Juniors,Vélez,2024-05-02,Libertadores de América,Falta,49',Sí,Roja,Baliño,falta entre Boca Juniors y Vélez al minuto 49'
Vélez,Arsenal,2024-12-16,Cilindro,Falta,38',Sí,No gol,Abal,falta entre Vélez y Arsenal al minuto 38'
Platense,Gimnasia,2024-11-26,Nuevo Gasómetro,Gol,2',Sí,Amarilla,Loustau,gol entre Platense y Gimnasia al minuto 2'
Gimnasia,Colón,2024-01-07,Monumental,Sujeción,19',Sí,Penal,Abal,sujeción entre Gimnasia y Colón al minuto 19'
Rosario Central,River Plate,2024-11-11,Cilindro,Sujeción,77',Sí,Gol,Abal,sujeción entre Rosario Central y River Plate al minuto 77'
Platense,Banfield,2024-03-21,Libertadores de América,Simulación,9',Sí,Gol,Tello,simulación entre Platense y Banfield al minuto 9'
Boca Juniors,Huracán,2024-10-05,Libertadores de América,Falta,80',Sí,Penal,Rapallini,falta entre Boca Juniors y Huracán al minuto 80'
Estudiantes,San Lorenzo,2024-06-10,Cilindro,Gol,34',Sí,Gol,Dovalo,gol entre Estudiantes y San Lorenzo al minuto 34'
River Plate,Platense,2024-11-14,Libertadores de América,Mano,31',Sí,Sin falta,Tello,mano entre River Plate y Platense al minuto 31'
Argentinos,River Plate,2024-04-04,Nuevo Gasómetro,Offside,17',Sí,Tiro libre,Abal,offside entre Argentinos y River Plate al minuto 17'
Colón,Estudiantes,2024-01-19,Monumental,Penal,21',Sí,Sin falta,Merlos,penal entre Colón y Estudiantes al minuto 21'
Racing,Lanús,2024-11-20,Monumental,Córner,12',Sí,No gol,Dovalo,córner entre Racing y Lanús al minuto 12'
Vélez,Banfield,2024-10-09,La Bombonera,Córner,28',Sí,Amarilla,Rapallini,córner entre Vélez y Banfield al minuto 28'
Colón,Newell's,2024-10-25,Nuevo Gasómetro,Simulación,10',Sí,Roja,Loustau,simulación entre Colón y Newell's al minuto 10'
Rosario Central,Independiente,2024-03-06,Libertadores de América,Offside,54',Sí,Gol,Espinoza,offside entre Rosario Central y Independiente al minuto 54'
Platense,Godoy Cruz,2024-07-07,La Bombonera,Offside,90',Sí,No gol,Espinoza,offside entre Platense y Godoy Cruz al minuto 90'
Argentinos,Godoy Cruz,2024-05-14,La Bombonera,Offside,8',Sí,Amarilla,Baliño,offside entre Argentinos y Godoy Cruz al minuto 8'
Independiente,Sarmiento,2024-03-10,Monumental,Simulación,69',Sí,Gol,Espinoza,simulación entre Independiente y Sarmiento al minuto 69'
Argentinos,Gimnasia,2024-03-17,La Bombonera,Codazo,74',Sí,No gol,Baliño,codazo entre Argentinos y Gimnasia al minuto 74'
Gimnasia,San Lorenzo,2024-07-01,La Bombonera,Mano,34',Sí,Penal,Merlos,mano entre Gimnasia y San Lorenzo al minuto 34'
Argentinos,Boca Juniors,2024-06-16,Libertadores de América,Penal,36',Sí,Sin falta,Merlos,penal entre Argentinos y Boca Juniors al minuto 36'
Godoy Cruz,Estudiantes,2024-02-01,Nuevo Gasómetro,Simulación,60',Sí,Gol,Tello,simulación entre Godoy Cruz y Estudiantes al minuto 60'
Huracán,Colón,2024-01-18,Libertadores de América,Sujeción,58',Sí,No gol,Loustau,sujeción entre Huracán y Colón al minuto 58'
Independiente,Gimnasia,2024-11-19,Nuevo Gasómetro,Simulación,81',Sí,Penal,Tello,simulación entre Independiente y Gimnasia al minuto 81'
Sarmiento,River Plate,2024-01-12,Monumental,Codazo,52',Sí,Tiro libre,Rapallini,codazo entre Sarmiento y River Plate al minuto 52'
Sarmiento,Talleres,2024-01-21,Nuevo Gasómetro,Offside,84',Sí,Roja,Echenique,offside entre Sarmiento y Talleres al minuto 84'
Newell's,Godoy Cruz,2024-07-20,Monumental,Gol,28',Sí,Sin falta,Loustau,gol entre Newell's y Godoy Cruz al minuto 28'
River Plate,Vélez,2024-10-07,La Bombonera,Simulación,76',Sí,Amarilla,Pitana,simulación entre River Plate y Vélez al minuto 76'
River Plate,Colón,2024-10-11,Monumental,Falta,23',Sí,Amarilla,Baliño,falta entre River Plate y Colón al minuto 23'
Argentinos,Racing,2024-05-06,Monumental,Mano,64',Sí,Gol,Loustau,mano entre Argentinos y Racing al minuto 64'
San Lorenzo,Talleres,2024-05-21,Cilindro,Córner,31',Sí,Sin falta,Merlos,córner entre San Lorenzo y Talleres al minuto 31'
Sarmiento,Gimnasia,2024-12-27,Cilindro,Codazo,75',Sí,Roja,Tello,codazo entre Sarmiento y Gimnasia al minuto 75'
Colón,Platense,2024-10-04,Nuevo Gasómetro,Mano,48',Sí,Sin falta,Echenique,mano entre Colón y Platense al minuto 48'
Sarmiento,Lanús,2024-10-27,Monumental,Penal,44',Sí,Roja,Baliño,penal entre Sarmiento y Lanús al minuto 44'
Rosario Central,Vélez,2024-02-10,La Bombonera,Córner,53',Sí,Penal,Pitana,córner entre Rosario Central y Vélez al minuto 53'
Rosario Central,Gimnasia,2024-08-09,La Bombonera,Falta,4',Sí,Amarilla,Tello,falta entre Rosario Central y Gimnasia al minuto 4'
Lanús,Banfield,2024-07-02,Libertadores de América,Mano,57',Sí,Penal,Rapallini,mano entre Lanús y Banfield al minuto 57'
Argentinos,Godoy Cruz,2024-11-01,La Bombonera,Falta,89',Sí,Sin falta,Echenique,falta entre Argentinos y Godoy Cruz al minuto 89'
Sarmiento,San Lorenzo,2024-08-23,Monumental,Entrada violenta,50',Sí,Roja,Rapallini,entrada violenta entre Sarmiento y San Lorenzo al minuto 50'
Godoy Cruz,Vélez,2024-09-13,La Bombonera,Sujeción,89',Sí,Sin falta,Baliño,sujeción entre Godoy Cruz y Vélez al minuto 89'
Godoy Cruz,Boca Juniors,2024-02-23,La Bombonera,Offside,20',Sí,Roja,Loustau,offside entre Godoy Cruz y Boca Juniors al minuto 20'
Racing,Gimnasia,2024-07-12,Libertadores de América,Entrada violenta,69',Sí,Tiro libre,Merlos,entrada violenta entre Racing y Gimnasia al minuto 69'
Huracán,Talleres,2024-11-06,Cilindro,Simulación,21',Sí,Tiro libre,Dovalo,simulación entre Huracán y Talleres al minuto 21'
Arsenal,Talleres,2024-03-26,Monumental,Gol,28',Sí,Roja,Loustau,gol entre Arsenal y Talleres al minuto 28'
San Lorenzo,Colón,2024-07-24,Nuevo Gasómetro,Mano,60',Sí,Sin falta,Echenique,mano entre San Lorenzo y Colón al minuto 60'
Banfield,Independiente,2024-09-16,Libertadores de América,Offside,31',Sí,No gol,Pitana,offside entre Banfield y Independiente al minuto 31'
San Lorenzo,Colón,2024-10-22,Nuevo Gasómetro,Simulación,86',Sí,No gol,Merlos,simulación entre San Lorenzo y Colón al minuto 86'
Gimnasia,River Plate,2024-06-14,Libertadores de América,Penal,62',Sí,Tiro libre,Dovalo,penal entre Gimnasia y River Plate al minuto 62'
Sarmiento,Godoy Cruz,2024-03-15,Cilindro,Falta,79',Sí,Sin falta,Rapallini,falta entre Sarmiento y Godoy Cruz al minuto 79'
Gimnasia,Colón,2024-12-12,Cilindro,Gol,34',Sí,Tiro libre,Merlos,gol entre Gimnasia y Colón al minuto 34'
Lanús,Gimnasia,2024-07-19,Cilindro,Mano,14',Sí,Penal,Pitana,mano entre Lanús y Gimnasia al minuto 14'
Lanús,River Plate,2024-02-28,Nuevo Gasómetro,Entrada violenta,46',Sí,Sin falta,Pitana,entrada violenta entre Lanús y River Plate al minuto 46'
Rosario Central,Newell's,2024-02-20,La Bombonera,Sujeción,14',Sí,Sin falta,Pitana,sujeción entre Rosario Central y Newell's al minuto 14'
Vélez,Gimnasia,2024-05-17,Nuevo Gasómetro,Entrada violenta,25',Sí,Roja,Baliño,entrada violenta entre Vélez y Gimnasia al minuto 25'
Argentinos,Boca Juniors,2024-05-19,Cilindro,Penal,39',Sí,Tiro libre,Pitana,penal entre Argentinos y Boca Juniors al minuto 39'
Godoy Cruz,Rosario Central,2024-12-03,La Bombonera,Falta,73',Sí,Tiro libre,Pitana,falta entre Godoy Cruz y Rosario Central al minuto 73'
Independiente,Talleres,2024-05-22,Libertadores de América,Falta,13',Sí,Sin falta,Merlos,falta entre Independiente y Talleres al minuto 13'
River Plate,Godoy Cruz,2024-09-25,Nuevo Gasómetro,Mano,23',Sí,Amarilla,Espinoza,mano entre River Plate y Godoy Cruz al minuto 23'
Arsenal,Banfield,2024-10-02,Cilindro,Córner,88',Sí,Sin falta,Dovalo,córner entre Arsenal y Banfield al minuto 88'
Boca Juniors,Gimnasia,2024-01-13,Libertadores de América,Entrada violenta,19',Sí,Penal,Echenique,entrada violenta entre Boca Juniors y Gimnasia al minuto 19'
Estudiantes,Gimnasia,2024-02-11,Nuevo Gasómetro,Entrada violenta,39',Sí,Penal,Echenique,entrada violenta entre Estudiantes y Gimnasia al minuto 39'
Talleres,River Plate,2024-04-22,La Bombonera,Falta,86',Sí,Sin falta,Rapallini,falta entre Talleres y River Plate al minuto 86'
Independiente,San Lorenzo,2024-09-25,Nuevo Gasómetro,Sujeción,80',Sí,Tiro libre,Merlos,sujeción entre Independiente y San Lorenzo al minuto 80'
Gimnasia,Racing,2024-10-01,La Bombonera,Gol,77',Sí,Sin falta,Tello,gol entre Gimnasia y Racing al minuto 77'
Godoy Cruz,Boca Juniors,2024-03-27,Nuevo Gasómetro,Gol,17',Sí,Roja,Tello,gol entre Godoy Cruz y Boca Juniors al minuto 17'
Boca Juniors,Newell's,2024-06-15,Libertadores de América,Simulación,76',Sí,Sin falta,Merlos,simulación entre Boca Juniors y Newell's al minuto 76'
Boca Juniors,Banfield,2024-04-08,Cilindro,Codazo,60',Sí,Tiro libre,Echenique,codazo entre Boca Juniors y Banfield al minuto 60'
Gimnasia,Platense,2024-11-08,Monumental,Sujeción,79',Sí,Penal,Echenique,sujeción entre Gimnasia y Platense al minuto 79'
Estudiantes,Huracán,2024-07-20,La Bombonera,Falta,27',Sí,No gol,Rapallini,falta entre Estudiantes y Huracán al minuto 27'
Platense,Newell's,2024-06-17,La Bombonera,Falta,17',Sí,Sin falta,Espinoza,falta entre Platense y Newell's al minuto 17'
Godoy Cruz,Boca Juniors,2024-04-28,Nuevo Gasómetro,Falta,60',Sí,Tiro libre,Pitana,falta entre Godoy Cruz y Boca Juniors al minuto 60'
Newell's,Talleres,2024-12-26,Libertadores de América,Simulación,17',Sí,Penal,Abal,simulación entre Newell's y Talleres al minuto 17'
Newell's,Boca Juniors,2024-07-19,Monumental,Simulación,59',Sí,Amarilla,Rapallini,simulación entre Newell's y Boca Juniors al minuto 59'
Talleres,Platense,2024-02-15,Nuevo Gasómetro,Simulación,0',Sí,Tiro libre,Tello,simulación entre Talleres y Platense al minuto 0'
Newell's,Colón,2024-10-24,Monumental,Córner,38',Sí,No gol,Baliño,córner entre Newell's y Colón al minuto 38'
Banfield,Gimnasia,2024-02-07,Monumental,Simulación,84',Sí,Amarilla,Rapallini,simulación entre Banfield y Gimnasia al minuto 84'
River Plate,Lanús,2024-05-16,La Bombonera,Offside,22',Sí,Roja,Espinoza,offside entre River Plate y Lanús al minuto 22'
Rosario Central,Vélez,2024-11-16,Libertadores de América,Entrada violenta,54',Sí,Tiro libre,Abal,entrada violenta entre Rosario Central y Vélez al minuto 54'
Argentinos,Talleres,2024-03-02,Monumental,Gol,90',Sí,Tiro libre,Loustau,gol entre Argentinos y Talleres al minuto 90'
San Lorenzo,River Plate,2024-11-05,Nuevo Gasómetro,Offside,49',Sí,Gol,Merlos,offside entre San Lorenzo y River Plate al minuto 49'
Boca Juniors,Independiente,2024-01-09,La Bombonera,Córner,44',Sí,Penal,Rapallini,córner entre Boca Juniors y Independiente al minuto 44'
Platense,Sarmiento,2024-02-06,Cilindro,Falta,59',Sí,Gol,Espinoza,falta entre Platense y Sarmiento al minuto 59'
Boca Juniors,San Lorenzo,2024-06-16,La Bombonera,Sujeción,79',Sí,Tiro libre,Rapallini,sujeción entre Boca Juniors y San Lorenzo al minuto 79'
Lanús,Platense,2024-08-02,Nuevo Gasómetro,Codazo,39',Sí,Penal,Abal,codazo entre Lanús y Platense al minuto 39'
Arsenal,Racing,2024-11-26,Libertadores de América,Codazo,82',Sí,Sin falta,Abal,codazo entre Arsenal y Racing al minuto 82'
Godoy Cruz,Arsenal,2024-06-06,Cilindro,Penal,71',Sí,Penal,Baliño,penal entre Godoy Cruz y Arsenal al minuto 71'
Platense,San Lorenzo,2024-10-18,Monumental,Falta,50',Sí,Tiro libre,Echenique,falta entre Platense y San Lorenzo al minuto 50'
Platense,Estudiantes,2024-02-03,Cilindro,Entrada violenta,85',Sí,Gol,Pitana,entrada violenta entre Platense y Estudiantes al minuto 85'
Gimnasia,Talleres,2024-05-19,Libertadores de América,Sujeción,26',Sí,Sin falta,Pitana,sujeción entre Gimnasia y Talleres al minuto 26'
Platense,River Plate,2024-10-15,Cilindro,Sujeción,20',Sí,No gol,Rapallini,sujeción entre Platense y River Plate al minuto 20'
Sarmiento,Gimnasia,2024-04-28,Monumental,Offside,49',Sí,Gol,Dovalo,offside entre Sarmiento y Gimnasia al minuto 49'
Vélez,Platense,2024-03-17,Monumental,Entrada violenta,17',Sí,Penal,Tello,entrada violenta entre Vélez y Platense al minuto 17'
Independiente,Godoy Cruz,2024-01-13,Libertadores de América,Falta,31',Sí,No gol,Espinoza,falta entre Independiente y Godoy Cruz al minuto 31'
Arsenal,Boca Juniors,2024-06-11,Monumental,Offside,59',Sí,Sin falta,Merlos,offside entre Arsenal y Boca Juniors al minuto 59'
Huracán,Boca Juniors,2024-12-18,La Bombonera,Sujeción,11',Sí,Roja,Pitana,sujeción entre Huracán y Boca Juniors al minuto 11'
Colón,Rosario Central,2024-11-01,La Bombonera,Entrada violenta,87',Sí,Gol,Espinoza,entrada violenta entre Colón y Rosario Central al minuto 87'
River Plate,Rosario Central,2024-04-19,Nuevo Gasómetro,Falta,80',Sí,Tiro libre,Loustau,falta entre River Plate y Rosario Central al minuto 80'
Vélez,Sarmiento,2024-03-20,Cilindro,Gol,36',Sí,No gol,Rapallini,gol entre Vélez y Sarmiento al minuto 36'
Boca Juniors,Godoy Cruz,2024-10-19,Monumental,Falta,13',Sí,Roja,Abal,falta entre Boca Juniors y Godoy Cruz al minuto 13'
Argentinos,San Lorenzo,2024-10-15,La Bombonera,Codazo,81',Sí,No gol,Baliño,codazo entre Argentinos y San Lorenzo al minuto 81'
Colón,Huracán,2024-02-03,Nuevo Gasómetro,Offside,17',Sí,Roja,Dovalo,offside entre Colón y Huracán al minuto 17'
Newell's,Sarmiento,2024-11-28,Cilindro,Sujeción,22',Sí,Amarilla,Merlos,sujeción entre Newell's y Sarmiento al minuto 22'
San Lorenzo,Banfield,2024-12-01,Libertadores de América,Entrada violenta,26',Sí,Roja,Abal,entrada violenta entre San Lorenzo y Banfield al minuto 26'
Godoy Cruz,San Lorenzo,2024-06-02,Libertadores de América,Córner,50',Sí,Penal,Baliño,córner entre Godoy Cruz y San Lorenzo al minuto 50'
Platense,Independiente,2024-11-16,Monumental,Córner,74',Sí,Tiro libre,Pitana,córner entre Platense y Independiente al minuto 74'
Independiente,Colón,2024-09-23,Monumental,Codazo,30',Sí,Sin falta,Rapallini,codazo entre Independiente y Colón al minuto 30'
Gimnasia,Argentinos,2024-05-24,Monumental,Simulación,29',Sí,Tiro libre,Pitana,simulación entre Gimnasia y Argentinos al minuto 29'
Lanús,Estudiantes,2024-02-02,Monumental,Falta,34',Sí,Penal,Pitana,falta entre Lanús y Estudiantes al minuto 34'
Platense,Gimnasia,2024-01-23,Monumental,Falta,37',Sí,Tiro libre,Espinoza,falta entre Platense y Gimnasia al minuto 37'
Godoy Cruz,Arsenal,2024-01-24,Nuevo Gasómetro,Gol,87',Sí,Sin falta,Pitana,gol entre Godoy Cruz y Arsenal al minuto 87'
Estudiantes,San Lorenzo,2024-10-01,Cilindro,Penal,78',Sí,Gol,Loustau,penal entre Estudiantes y San Lorenzo al minuto 78'
Argentinos,Banfield,2024-05-06,Nuevo Gasómetro,Simulación,78',Sí,Roja,Echenique,simulación entre Argentinos y Banfield al minuto 78'
Racing,Boca Juniors,2024-08-10,Libertadores de América,Sujeción,4',Sí,Roja,Dovalo,sujeción entre Racing y Boca Juniors al minuto 4'
River Plate,Huracán,2024-04-27,La Bombonera,Entrada violenta,38',Sí,Tiro libre,Rapallini,entrada violenta entre River Plate y Huracán al minuto 38'
Estudiantes,Rosario Central,2024-04-27,Cilindro,Codazo,10',Sí,Tiro libre,Merlos,codazo entre Estudiantes y Rosario Central al minuto 10'
Lanús,Estudiantes,2024-11-09,Cilindro,Codazo,59',Sí,Amarilla,Espinoza,codazo entre Lanús y Estudiantes al minuto 59'
Rosario Central,Independiente,2024-05-08,Monumental,Penal,0',Sí,Tiro libre,Baliño,penal entre Rosario Central y Independiente al minuto 0'
Colón,Platense,2024-05-10,La Bombonera,Córner,66',Sí,Gol,Echenique,córner entre Colón y Platense al minuto 66'
Huracán,Lanús,2024-12-02,Libertadores de América,Simulación,49',Sí,Sin falta,Echenique,simulación entre Huracán y Lanús al minuto 49'
